uniprot,protein_length,source_database,organism,in_alphafold,pfam_accession,name,source_database,type,integrated,member_databases,go_terms,start,end,dc-status,representative,representative,model,score
Q96C45,1275,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,7,279,CONTINUOUS,False,False,PF00069,1.2e-45
Q8NB16,471,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,218,466,CONTINUOUS,False,False,PF07714,1.7e-36
Q8NB16,471,reviewed,9606,True,PF22215,Mixed lineage kinase domain-like N-terminal domain,pfam,domain,IPR054000,,,4,146,CONTINUOUS,True,True,PF22215,3.3e-56
Q9C098,648,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,356,613,CONTINUOUS,True,True,PF00069,1.3e-76
Q504Y2,493,reviewed,9606,True,PF12260,Protein-kinase domain of FAM69,pfam,family,IPR022049,,,211,369,CONTINUOUS,False,False,PF12260,0.0011
Q96Q40,435,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,105,387,CONTINUOUS,False,False,PF00069,4e-62
Q9BYT3,514,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,116,381,CONTINUOUS,False,False,PF00069,7.4e-73
Q96S44,253,reviewed,9606,True,PF06293,Lipopolysaccharide kinase (Kdo/WaaP) family,pfam,family,,,,71,225,CONTINUOUS,False,False,PF06293,1.7e-09
Q8TD08,544,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,15,304,CONTINUOUS,False,False,PF00069,2.9e-64
Q5MAI5,379,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,4,286,CONTINUOUS,False,False,PF00069,5.5e-74
Q8IZE3,742,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,44,239,CONTINUOUS,False,False,PF07714,0.026
Q86UX6,486,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,94,345,CONTINUOUS,False,False,PF00069,1.4e-59
Q8TD19,979,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,55,307,CONTINUOUS,False,False,PF00069,3.9e-58
Q8TD19,979,reviewed,9606,True,PF00415,Regulator of chromosome condensation (RCC1) repeat,pfam,repeat,IPR000408,,,403,441,CONTINUOUS,False,False,PF00415,5.4e-06
Q8TD19,979,reviewed,9606,True,PF13540,Regulator of chromosome condensation (RCC1) repeat,pfam,repeat,,,,652,680,CONTINUOUS,False,False,PF13540,0.0012
Q96PN8,268,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,10,265,CONTINUOUS,False,False,PF00069,1.4e-63
Q9H093,628,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,53,303,CONTINUOUS,False,False,PF00069,1.4e-74
Q9Y6S9,549,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,383,539,CONTINUOUS,False,False,PF00069,2.9e-21
Q9Y6S9,549,reviewed,9606,True,PF04212,MIT (microtubule interacting and transport) domain,pfam,domain,IPR007330,,,51,113,CONTINUOUS,False,False,PF04212,5.7e-12
Q96PF2,358,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,15,272,CONTINUOUS,False,False,PF00069,1.6e-62
Q6P3W7,929,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,42,327,CONTINUOUS,False,False,PF00069,2.2e-21
Q86SG6,692,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,4,256,CONTINUOUS,False,False,PF00069,3.2e-62
Q86SG6,692,reviewed,9606,True,PF00415,Regulator of chromosome condensation (RCC1) repeat,pfam,repeat,IPR000408,,,414,458,CONTINUOUS,False,False,PF00415,1.2e-07
P35626,688,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,192,453,CONTINUOUS,False,False,PF00069,1e-69
P35626,688,reviewed,9606,True,PF00169,PH domain,pfam,domain,IPR001849,,,560,649,CONTINUOUS,False,False,PF00169,4.2e-06
P35626,688,reviewed,9606,True,PF00615,Regulator of G protein signaling domain,pfam,domain,IPR016137,,,55,174,CONTINUOUS,False,False,PF00615,2.3e-19
Q9UHY1,535,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,83,325,CONTINUOUS,False,False,PF00069,1.8e-20
Q9BZL6,878,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,555,807,CONTINUOUS,False,False,PF00069,5.1e-67
Q9BZL6,878,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,139,189,CONTINUOUS,False,False,PF00130,3.5e-11
Q9BZL6,878,reviewed,9606,True,PF00169,PH domain,pfam,domain,IPR001849,,,400,473,CONTINUOUS,False,False,PF00169,0.049
Q9NY57,414,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,24,282,CONTINUOUS,False,False,PF00069,1.3e-60
Q96RR4,588,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,165,446,CONTINUOUS,False,False,PF00069,3.4e-61
Q8IZL9,346,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,6,288,CONTINUOUS,False,False,PF00069,3.3e-61
Q9HAZ1,481,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,159,475,CONTINUOUS,False,False,PF00069,7.5e-50
Q9NYV4,1490,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,729,1020,CONTINUOUS,False,False,PF00069,4.8e-68
Q9UEE5,414,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,65,321,CONTINUOUS,False,False,PF00069,2.7e-69
O94768,372,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,36,293,CONTINUOUS,False,False,PF00069,4.4e-66
O43781,588,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,209,522,CONTINUOUS,False,False,PF00069,1.7e-55
O94806,890,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,580,832,CONTINUOUS,False,False,PF00069,5.3e-67
O94806,890,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,155,205,CONTINUOUS,False,False,PF00130,3.3e-12
O94806,890,reviewed,9606,True,PF00169,PH domain,pfam,domain,IPR001849,,,418,493,CONTINUOUS,False,False,PF00169,0.00014
Q9P2K8,1649,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,330,539,CONTINUOUS,False,False,PF00069,2.2e-24
Q9P2K8,1649,reviewed,9606,True,PF05773,RWD domain,pfam,domain,IPR006575,,,21,134,CONTINUOUS,True,True,PF05773,2.3e-21
Q9P2K8,1649,reviewed,9606,True,PF12745,Anticodon binding domain of tRNAs,pfam,domain,IPR024435,,,1396,1643,CONTINUOUS,True,True,PF12745,1.4e-14
Q9P2K8,1649,reviewed,9606,True,PF13393,Histidyl-tRNA synthetase,pfam,domain,IPR041715,,,1062,1381,CONTINUOUS,True,True,PF13393,2.8e-07
Q8N2I9,435,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,81,326,CONTINUOUS,False,False,PF00069,2.3e-33
Q8TDR2,534,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,202,522,CONTINUOUS,False,False,PF00069,3.6e-44
Q59H18,835,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,463,719,CONTINUOUS,False,False,PF07714,1.6e-54
Q59H18,835,reviewed,9606,True,PF12796,Ankyrin repeats (3 copies),pfam,repeat,IPR002110,,,58,128,CONTINUOUS,True,True,PF12796,0.00033
Q59H18,835,reviewed,9606,True,PF13637,Ankyrin repeats (many copies),pfam,repeat,IPR002110,,,247,287,CONTINUOUS,False,False,PF13637,0.0029
Q9H2X6,1198,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,199,527,CONTINUOUS,False,False,PF00069,4.2e-47
Q9BQI3,630,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,168,239,CONTINUOUS,False,False,PF00069,1.9e-09
Q9BQI3,630,reviewed,9606,True,PF22949,"Heme-regulated eIF-2-alpha kinase, helical domain",pfam,domain,,,,63,141,CONTINUOUS,True,True,PF22949,2.1e-24
Q9UPZ9,632,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,4,284,CONTINUOUS,True,True,PF00069,2.3e-74
Q76MJ5,926,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,523,781,CONTINUOUS,False,False,PF00069,2.7e-34
Q76MJ5,926,reviewed,9606,True,PF06479,Ribonuclease 2-5A,pfam,family,IPR010513,,,787,910,CONTINUOUS,False,False,PF06479,1.5e-36
Q96RG2,1323,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,999,1251,CONTINUOUS,False,False,PF00069,1.4e-54
Q96RG2,1323,reviewed,9606,True,PF13426,PAS domain,pfam,domain,IPR000014,,,133,223,CONTINUOUS,False,False,PF13426,6.5e-05
Q9Y2H1,464,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,90,383,CONTINUOUS,False,False,PF00069,1.6e-58
Q9Y2H1,464,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,402,443,CONTINUOUS,False,False,PF00433,0.00077
Q9Y2K2,1321,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,66,317,CONTINUOUS,False,False,PF00069,1.8e-73
P57058,714,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,66,320,CONTINUOUS,False,False,PF00069,1.5e-69
O95382,1288,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,653,906,CONTINUOUS,False,False,PF00069,2.9e-58
O95382,1288,reviewed,9606,True,PF13281,MAP3K TRAFs-binding domain,pfam,repeat,IPR025136,,,129,507,CONTINUOUS,True,True,PF13281,0.0
O95382,1288,reviewed,9606,True,PF19039,ASK kinase PH domain,pfam,domain,IPR043969,,,524,618,CONTINUOUS,True,True,PF19039,7.5e-19
O95382,1288,reviewed,9606,True,PF20302,HisK-N-like globin domain of the ASK signalosome,pfam,domain,IPR046873,,,993,1122,CONTINUOUS,True,True,PF20302,1.1e-32
O95382,1288,reviewed,9606,True,PF20309,Deoxyribohydrolase (DRHyd) domain of the ASK signalosome,pfam,family,IPR046872,,,74,114,CONTINUOUS,False,False,PF20309,4.4e-06
Q9UQ07,419,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,4,285,CONTINUOUS,True,True,PF00069,2.4e-61
O75716,305,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,22,287,CONTINUOUS,False,False,PF00069,1.4e-41
Q9UPE1,567,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,79,221,CONTINUOUS,False,False,PF00069,5.9e-18
Q9H4A3,2382,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,226,479,CONTINUOUS,False,False,PF00069,2.9e-51
Q9H4A3,2382,reviewed,9606,True,PF12202,Oxidative-stress-responsive kinase 1 C-terminal domain,pfam,domain,IPR024678,,,500,563,CONTINUOUS,True,True,PF12202,1.9e-22
Q8IVW4,592,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,4,286,CONTINUOUS,False,False,PF00069,3.4e-70
Q9P286,719,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,454,700,CONTINUOUS,False,False,PF00069,5.8e-65
Q9P286,719,reviewed,9606,True,PF00786,P21-Rho-binding domain,pfam,domain,IPR000095,,,10,63,CONTINUOUS,True,True,PF00786,2.8e-15
Q6P5Z2,889,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,562,817,CONTINUOUS,False,False,PF00069,1.2e-57
Q6P5Z2,889,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,841,881,CONTINUOUS,False,False,PF00433,0.0036
Q6P5Z2,889,reviewed,9606,True,PF02185,Hr1 repeat,pfam,family,IPR011072,,,21,77,CONTINUOUS,False,False,PF02185,1.9e-10
Q9H0K1,926,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,20,271,CONTINUOUS,False,False,PF00069,6.4e-73
Q96L34,752,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,59,310,CONTINUOUS,False,False,PF00069,2.1e-74
Q96L34,752,reviewed,9606,True,PF00627,UBA/TS-N domain,pfam,domain,IPR015940,,,331,366,CONTINUOUS,False,False,PF00627,0.0071
Q96L34,752,reviewed,9606,True,PF02149,Kinase associated domain 1,pfam,domain,IPR001772,,,712,752,CONTINUOUS,False,False,PF02149,7.4e-08
Q6XUX3,929,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,655,898,CONTINUOUS,False,False,PF00069,2e-32
Q96S38,1066,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,895,1056,CONTINUOUS,False,False,PF00069,3.8e-21
Q96S38,1066,reviewed,9606,True,PF00787,PX domain,pfam,domain,IPR001683,,,43,126,CONTINUOUS,False,False,PF00787,5.5e-08
Q96S38,1066,reviewed,9606,True,PF04212,MIT (microtubule interacting and transport) domain,pfam,domain,IPR007330,,,240,304,CONTINUOUS,False,False,PF04212,1.6e-12
Q9UK32,745,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,73,330,CONTINUOUS,True,True,PF00069,3e-67
Q9UK32,745,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,354,390,CONTINUOUS,False,False,PF00433,0.076
Q9NSY0,501,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,86,305,CONTINUOUS,False,False,PF00069,4e-15
Q8NE28,680,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,33,296,CONTINUOUS,False,False,PF00069,4.5e-30
Q9HBY8,367,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,37,292,CONTINUOUS,False,False,PF00069,3.7e-66
Q9HBY8,367,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,313,357,CONTINUOUS,False,False,PF00433,0.00019
Q9BXA6,273,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,12,267,CONTINUOUS,False,False,PF00069,1.8e-56
Q96BR1,496,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,164,419,CONTINUOUS,False,False,PF00069,1.5e-64
Q96BR1,496,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,440,487,CONTINUOUS,False,False,PF00433,0.00031
Q96BR1,496,reviewed,9606,True,PF00787,PX domain,pfam,domain,IPR001683,,,42,119,CONTINUOUS,False,False,PF00787,2.6e-15
Q5TCY1,1321,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,35,272,CONTINUOUS,False,False,PF00069,5.4e-29
Q8N568,766,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,394,651,CONTINUOUS,False,False,PF00069,5.8e-70
Q8N568,766,reviewed,9606,True,PF03607,Doublecortin,pfam,family,IPR003533,,,91,152,CONTINUOUS,False,False,PF03607,4.1e-18
Q7Z7A4,578,reviewed,9606,True,PF00787,PX domain,pfam,domain,IPR001683,,,45,121,CONTINUOUS,False,False,PF00787,1.4e-13
Q7Z7A4,578,reviewed,9606,True,PF02205,WH2 motif,pfam,family,IPR003124,,,546,573,CONTINUOUS,False,False,PF02205,0.0044
Q96KB5,322,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,35,316,CONTINUOUS,False,False,PF00069,1.1e-35
Q6J9G0,422,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,116,378,CONTINUOUS,False,False,PF07714,5.7e-57
Q9UHD2,729,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,13,229,CONTINUOUS,False,False,PF00069,8.5e-42
Q9UHD2,729,reviewed,9606,True,PF18394,TANK-binding kinase 1 coiled-coil domain 1,pfam,coiled_coil,IPR041309,,,400,655,CONTINUOUS,False,False,PF18394,3.4e-119
Q9UHD2,729,reviewed,9606,True,PF18396,TANK binding kinase 1 ubiquitin-like domain,pfam,domain,IPR041087,,,308,395,CONTINUOUS,True,True,PF18396,4.9e-34
Q96S53,571,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,62,308,CONTINUOUS,False,False,PF07714,6.8e-46
O60229,2986,reviewed,9606,False,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,2571,2659,CONTINUOUS,False,False,PF00041,2.3e-09
O60229,2986,reviewed,9606,False,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,2684,2938,CONTINUOUS,True,True,PF00069,1.2e-56
O60229,2986,reviewed,9606,False,PF00435,Spectrin repeat,pfam,domain,IPR002017,,,311,414,CONTINUOUS,False,False,PF00435,9.3e-06
O60229,2986,reviewed,9606,False,PF00621,RhoGEF domain,pfam,domain,IPR000219,,,1285,1454,CONTINUOUS,False,False,PF00621,1.1e-33
O60229,2986,reviewed,9606,False,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,2471,2565,CONTINUOUS,True,True,PF07679,1.2e-14
O60229,2986,reviewed,9606,False,PF13716,Divergent CRAL/TRIO domain,pfam,domain,IPR001251,,,54,181,CONTINUOUS,False,False,PF13716,5.1e-05
O60229,2986,reviewed,9606,False,PF16609,SH3-RhoGEF linking unstructured region,pfam,disordered,,,,1706,1891,CONTINUOUS,False,False,PF16609,1e-29
O60229,2986,reviewed,9606,False,PF22697,SOS1/NGEF-like PH domain,pfam,domain,,,,1469,1578,CONTINUOUS,False,False,PF22697,4.4e-27
Q6SA08,328,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,25,293,CONTINUOUS,False,False,PF00069,9.8e-61
Q8IV63,474,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,251,403,CONTINUOUS,False,False,PF00069,2.2e-06
Q8IV63,474,reviewed,9606,True,PF13240,zinc-ribbon domain,pfam,domain,IPR026870,,,4,26,CONTINUOUS,True,True,PF13240,0.017
Q32MK0,819,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,518,770,CONTINUOUS,False,False,PF00069,2.5e-70
Q15772,3267,reviewed,9606,False,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,1601,1854,CONTINUOUS,False,False,PF00069,1.6e-49
Q15772,3267,reviewed,9606,False,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,43,125,CONTINUOUS,True,True,PF07679,1.4e-09
Q15772,3267,reviewed,9606,False,PF16650,Unstructured region on SPEG complex protein,pfam,disordered,,,,812,868,CONTINUOUS,False,False,PF16650,5.7e-28
Q8N752,337,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,17,236,CONTINUOUS,False,False,PF00069,1.5e-23
P57078,832,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,26,277,CONTINUOUS,False,False,PF00069,9.2e-41
P57078,832,reviewed,9606,True,PF12796,Ankyrin repeats (3 copies),pfam,repeat,IPR002110,,,534,613,CONTINUOUS,False,False,PF12796,2.5e-14
P57078,832,reviewed,9606,True,PF13637,Ankyrin repeats (many copies),pfam,repeat,IPR002110,,,490,528,CONTINUOUS,False,False,PF13637,0.00099
Q6P3R8,708,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,4,259,CONTINUOUS,False,False,PF00069,2e-65
Q8IU85,385,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,23,279,CONTINUOUS,False,False,PF00069,1e-79
Q56UN5,1328,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,1062,1324,CONTINUOUS,False,False,PF00069,4.9e-63
Q8NG66,645,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,29,287,CONTINUOUS,False,False,PF00069,2.5e-59
Q8WTQ7,553,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,192,443,CONTINUOUS,False,False,PF00069,1.1e-57
Q8WTQ7,553,reviewed,9606,True,PF00615,Regulator of G protein signaling domain,pfam,domain,IPR016137,,,55,175,CONTINUOUS,False,False,PF00615,9.3e-11
P0C263,348,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,62,324,CONTINUOUS,False,False,PF00069,2.1e-32
Q8NE63,616,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,11,347,CONTINUOUS,True,True,PF00069,1e-45
Q8WXR4,1341,reviewed,9606,True,PF00063,Myosin head (motor domain),pfam,domain,IPR001609,,,346,1046,CONTINUOUS,False,False,PF00063,0.0
Q8WXR4,1341,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,28,293,CONTINUOUS,False,False,PF00069,5.2e-55
Q8WXR4,1341,reviewed,9606,True,PF00612,IQ calmodulin-binding motif,pfam,conserved_site,IPR000048,,,1089,1108,CONTINUOUS,False,False,PF00612,0.13
Q96J92,1243,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,179,432,CONTINUOUS,False,False,PF00069,7.2e-50
Q96J92,1243,reviewed,9606,True,PF12202,Oxidative-stress-responsive kinase 1 C-terminal domain,pfam,domain,IPR024678,,,453,515,CONTINUOUS,True,True,PF12202,1.3e-19
P0C264,359,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,43,295,CONTINUOUS,False,False,PF00069,6.5e-25
Q8TDC3,778,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,34,284,CONTINUOUS,False,False,PF00069,9.4e-72
Q8TDC3,778,reviewed,9606,True,PF21115,BRSK1/2 UBA domain,pfam,domain,IPR048622,,,316,358,CONTINUOUS,False,False,PF21115,1.1e-21
Q8TDC3,778,reviewed,9606,True,PF21122,BRSK1/2 KA1 domain,pfam,domain,,,,597,715,CONTINUOUS,True,True,PF21122,1e-42
Q5VST9,7968,reviewed,9606,False,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,4524,4607,CONTINUOUS,False,False,PF00041,3.5e-07
Q5VST9,7968,reviewed,9606,False,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,6468,6721,CONTINUOUS,False,False,PF00069,9.2e-61
Q5VST9,7968,reviewed,9606,False,PF00612,IQ calmodulin-binding motif,pfam,conserved_site,IPR000048,,,4874,4893,CONTINUOUS,False,False,PF00612,1.2
Q5VST9,7968,reviewed,9606,False,PF00621,RhoGEF domain,pfam,domain,IPR000219,,,5697,5871,CONTINUOUS,False,False,PF00621,1.4e-15
Q5VST9,7968,reviewed,9606,False,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,10,99,CONTINUOUS,False,False,PF07679,3.2e-20
Q5VST9,7968,reviewed,9606,False,PF22697,SOS1/NGEF-like PH domain,pfam,domain,,,,5890,6000,CONTINUOUS,False,False,PF22697,1.3e-22
Q96QS6,385,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,63,320,CONTINUOUS,True,True,PF00069,1.5e-67
P57059,783,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,27,278,CONTINUOUS,False,False,PF00069,2.2e-73
Q6VAB6,950,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,666,928,CONTINUOUS,False,False,PF07714,8.8e-41
Q6VAB6,950,reviewed,9606,True,PF13543,SAM like domain present in kinase suppressor RAS 1,pfam,domain,IPR025561,,,90,152,CONTINUOUS,True,True,PF13543,0.076
Q6VAB6,950,reviewed,9606,True,PF20406,Kinase suppressor RAS 1 N-terminal helical hairpin,pfam,domain,IPR046861,,,24,76,CONTINUOUS,True,True,PF20406,8.7e-19
O14730,519,reviewed,9606,True,PF01163,RIO1 family,pfam,family,,,,265,460,CONTINUOUS,False,False,PF01163,1.2e-67
Q8NI60,647,reviewed,9606,True,PF03109,ABC1 atypical kinase-like domain,pfam,domain,IPR004147,,,300,538,CONTINUOUS,False,False,PF03109,7.9e-66
Q9BRS2,568,reviewed,9606,True,PF01163,RIO1 family,pfam,family,,,,193,380,CONTINUOUS,False,False,PF01163,7e-73
Q8WU08,396,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,23,279,CONTINUOUS,False,False,PF00069,4.8e-63
Q9NRH2,765,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,16,269,CONTINUOUS,False,False,PF00069,1.1e-73
Q5JZY3,1008,reviewed,9606,True,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,339,431,CONTINUOUS,False,False,PF00041,0.0098
Q5JZY3,1008,reviewed,9606,True,PF00536,SAM domain (Sterile alpha motif),pfam,domain,IPR001660,,,934,994,CONTINUOUS,False,False,PF00536,2.4e-11
Q5JZY3,1008,reviewed,9606,True,PF01404,Ephrin receptor ligand binding domain,pfam,domain,IPR001090,,,37,211,CONTINUOUS,False,False,PF01404,1.1e-62
Q5JZY3,1008,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,646,900,CONTINUOUS,False,False,PF07714,7.8e-74
Q5JZY3,1008,reviewed,9606,True,PF14575,Ephrin type-A receptor 2 transmembrane domain,pfam,domain,IPR027936,,,570,642,CONTINUOUS,True,True,PF14575,1.3e-11
Q9H5K3,350,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,83,195,CONTINUOUS,False,False,PF07714,3.4e-06
Q8NEV4,1616,reviewed,9606,True,PF00063,Myosin head (motor domain),pfam,domain,IPR001609,,,340,1041,CONTINUOUS,False,False,PF00063,0.0
Q8NEV4,1616,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,22,287,CONTINUOUS,False,False,PF00069,1.5e-57
Q8NEV4,1616,reviewed,9606,True,PF00612,IQ calmodulin-binding motif,pfam,conserved_site,IPR000048,,,1084,1101,CONTINUOUS,False,False,PF00612,0.71
Q9BYP7,1800,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,152,405,CONTINUOUS,False,False,PF00069,3.4e-53
Q9BYP7,1800,reviewed,9606,True,PF12202,Oxidative-stress-responsive kinase 1 C-terminal domain,pfam,domain,IPR024678,,,426,489,CONTINUOUS,True,True,PF12202,7.6e-24
Q6ZWH5,1172,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,519,779,CONTINUOUS,False,False,PF00069,2.2e-56
Q9UF33,1036,reviewed,9606,True,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,333,427,CONTINUOUS,False,False,PF00041,4.8e-05
Q9UF33,1036,reviewed,9606,True,PF00536,SAM domain (Sterile alpha motif),pfam,domain,IPR001660,,,965,1023,CONTINUOUS,False,False,PF00536,3.9e-16
Q9UF33,1036,reviewed,9606,True,PF01404,Ephrin receptor ligand binding domain,pfam,domain,IPR001090,,,35,207,CONTINUOUS,False,False,PF01404,4.1e-67
